Filename,Category
face40b132ad45eab36444e779272557_Textile Trash_142.jpg,Textile Trash
42a39d6e48af4d86b7704b6236814fdd_Glass_88.jpg,Glass
cda35889df984abba71a8b82708f5f22_Cardboard_147.jpg,Cardboard
c7569268eacb4c46a3b593cc234d4dda_Cardboard_13.jpg,Cardboard
0d23bba09da44bcca62f6fb46d052d9c_Glass_179.jpg,Glass
7bd8a34b82be4be9849b7a35c25a2fc2_Food Organics_385.jpg,Food Organics
ce6684b17f114bd9b500a65095d2478e_Textile Trash_130.jpg,Textile Trash
275a1016cacc442891144fd19c17f771_Miscellaneous Trash_249.jpg,Miscellaneous Trash
Paper_21.jpg,Paper
50ddbbf1c0284b228dc7255954b51727_Cardboard_325.jpg,Cardboard
c7f4e580952f461f9f6719fec0f62250_Vegetation_219.jpg,Vegetation
Plastic_241.jpg,Plastic
Metal_312.jpg,Metal
Metal_444.jpg,Metal
14da7ffa1b58490ca3bcfe39c5463e7b_Vegetation_128.jpg,Vegetation
Plastic_547.jpg,Plastic
Plastic_423.jpg,Plastic
7aa938906ce84939a0948fe29b696c04_Textile Trash_300.jpg,Textile Trash
f5ea8003d660425ca671b1a5e65e236d_Food Organics_41.jpg,Food Organics
Metal_672.jpg,Metal
66d5271c83cc40309baf707fd7553915_Textile Trash_135.jpg,Textile Trash
Paper_87.jpg,Paper
Metal_661.jpg,Metal
76e4fa99093f4806a9d9b0c5430ebd34_Vegetation_409.jpg,Vegetation
1281a091cc074eebb9b5476ec571be11_Vegetation_385.jpg,Vegetation
2d15776b11ee40368e143f6c12fa3ffa_Textile Trash_206.jpg,Textile Trash
Paper_73.jpg,Paper
Plastic_624.jpg,Plastic
e5c1d90399e6480d825780ffdc4a7794_Food Organics_365.jpg,Food Organics
Paper_64.jpg,Paper
f51f7f3695b143339d498dfca42924b0_Miscellaneous Trash_350.jpg,Miscellaneous Trash
c532fad0d69d4f429b7de4380bfc4d43_Food Organics_335.jpg,Food Organics
c3e5d8381eb145889e72128478dad86c_Textile Trash_286.jpg,Textile Trash
Plastic_561.jpg,Plastic
e8f91f0b3b0649ceb195356af624fd13_Vegetation_27.jpg,Vegetation
74000765d7114190ae251dfd18d70781_Miscellaneous Trash_142.jpg,Miscellaneous Trash
Metal_324.jpg,Metal
1df8f610a43a4232b55c1f8cbecb5b57_Miscellaneous Trash_213.jpg,Miscellaneous Trash
ad4a543fa2604d9cace6e74d9eba5846_Cardboard_269.jpg,Cardboard
3d495bca4e40412a8fc7f338b271de53_Glass_90.jpg,Glass
Paper_151.jpg,Paper
b34867509d0c49f8bb39ec2b33e5f310_Vegetation_434.jpg,Vegetation
1f522e8d598c47ec95cef2a229094854_Food Organics_411.jpg,Food Organics
b06af15e5fff4149882492a7b91b6707_Textile Trash_107.jpg,Textile Trash
Metal_247.jpg,Metal
c78aae6f9d2f4df9b2178d63c8bc45c3_Miscellaneous Trash_230.jpg,Miscellaneous Trash
5147b2f2cdcf43dc985bb20259025839_Vegetation_188.jpg,Vegetation
eeac5b405b2e43c8959e8677141bcc38_Cardboard_111.jpg,Cardboard
01952857e723490a93cfde09d61a57f7_Vegetation_121.jpg,Vegetation
Paper_20.jpg,Paper
Plastic_162.jpg,Plastic
71da89d95d2847a2add15c04adf583ca_Miscellaneous Trash_242.jpg,Miscellaneous Trash
852bcd3e3e0147148767270e89ebe007_Vegetation_266.jpg,Vegetation
548a7c674d2b4b20a2846dd7c6c76351_Cardboard_85.jpg,Cardboard
7944e94a268d49da8a595817136ad38c_Glass_300.jpg,Glass
dff62c6280ba4b3aa4ef1f73468e0e4f_Vegetation_48.jpg,Vegetation
d04c672e619a4a17990e20084601142e_Vegetation_327.jpg,Vegetation
95b78a797bdd493eb3c49d9601640189_Miscellaneous Trash_311.jpg,Miscellaneous Trash
1c5dce1147004e8db80ba0697aa228f5_Vegetation_336.jpg,Vegetation
9c3ba7caae7247cd9e59837df07973f0_Vegetation_286.jpg,Vegetation
Metal_121.jpg,Metal
4fb821782f434dab916d3b0eb86391a3_Miscellaneous Trash_117.jpg,Miscellaneous Trash
ac603ba7f6724562a776ea962cccd047_Vegetation_152.jpg,Vegetation
Paper_191.jpg,Paper
242d8d07b1c44a2e812be2c7df3e4530_Textile Trash_155.jpg,Textile Trash
Plastic_533.jpg,Plastic
1702f2380bc448f2a4c2188745884b24_Miscellaneous Trash_290.jpg,Miscellaneous Trash
ce0ebf02ce8c4b62b52e89f9d1c3b500_Miscellaneous Trash_188.jpg,Miscellaneous Trash
Paper_298.jpg,Paper
209ded6b77404427bcd012a57aad761e_Textile Trash_44.jpg,Textile Trash
965695d203994279b73d9eff1a481f6f_Food Organics_378.jpg,Food Organics
3b693c75b2344e7cad62a63137a40f99_Textile Trash_215.jpg,Textile Trash
f9df6c2d86944da388bd4f843370b44e_Vegetation_110.jpg,Vegetation
Metal_94.jpg,Metal
d9f973ca4a8a4256ab2f02620440b07b_Vegetation_268.jpg,Vegetation
Paper_247.jpg,Paper
3177528e874f426ea7fa4cf7b307aeac_Vegetation_147.jpg,Vegetation
Paper_309.jpg,Paper
Plastic_282.jpg,Plastic
Plastic_47.jpg,Plastic
Paper_499.jpg,Paper
d4900c0322c44b7c987c67fae2d4c7b1_Cardboard_65.jpg,Cardboard
Metal_492.jpg,Metal
Plastic_352.jpg,Plastic
bbf233974ae844438dd88e289badfa6f_Vegetation_417.jpg,Vegetation
215e8cfd5fcd4d65861285ae8739ad1d_Food Organics_372.jpg,Food Organics
Metal_109.jpg,Metal
Metal_314.jpg,Metal
74e32702bf73416e8655e64514d99486_Cardboard_335.jpg,Cardboard
Paper_3.jpg,Paper
77b33ebd04074ef1bbe103831cab76bd_Cardboard_284.jpg,Cardboard
0b0b212cb76c495fae1fc95fdb5f11db_Cardboard_412.jpg,Cardboard
5eba07df0a574258834d1146f19d978c_Vegetation_181.jpg,Vegetation
479296af46144b7cbbb0248c7c1f59e8_Glass_315.jpg,Glass
93a82d9251c34e46b8c873cf4c60432d_Vegetation_235.jpg,Vegetation
Plastic_617.jpg,Plastic
4cb82cc220054b859871ee4b555e1eaf_Miscellaneous Trash_306.jpg,Miscellaneous Trash
7c3a4b1a36ed49f99537aca6405ff395_Miscellaneous Trash_407.jpg,Miscellaneous Trash
cbe875339dab4347b4a5de2224393254_Food Organics_257.jpg,Food Organics
5fa2403f1b0b4b48a30410061d9d56d8_Glass_144.jpg,Glass
8bce0e24583d48bfbdf16e54641be407_Miscellaneous Trash_70.jpg,Miscellaneous Trash
Paper_26.jpg,Paper
00ad2dfad7b14405ad5251a2433ca652_Textile Trash_201.jpg,Textile Trash
Paper_432.jpg,Paper
Plastic_464.jpg,Plastic
b18dda70a6e5422b842cbeb59241e41d_Vegetation_94.jpg,Vegetation
Paper_459.jpg,Paper
d1a888c9ed124e39a184962940521e14_Textile Trash_27.jpg,Textile Trash
f2655a8b0358473ea2ae3080caf79b91_Miscellaneous Trash_97.jpg,Miscellaneous Trash
Metal_396.jpg,Metal
d34f82034e714cfda56d40fb670c13c4_Food Organics_350.jpg,Food Organics
22b6d9157b7b4672b704a3c538c720a0_Glass_7.jpg,Glass
b2b53b29b3154b94aaad4c2a9be3d833_Vegetation_350.jpg,Vegetation
Metal_114.jpg,Metal
Paper_108.jpg,Paper
e625793ec13a40fcaf20a16fdeea18fa_Miscellaneous Trash_77.jpg,Miscellaneous Trash
cd5a6248a6944059bdba424da2fe780a_Cardboard_13.jpg,Cardboard
5d84d3795adf4ff89ce642b28c0346c1_Miscellaneous Trash_103.jpg,Miscellaneous Trash
Metal_708.jpg,Metal
Plastic_785.jpg,Plastic
Paper_387.jpg,Paper
615833d4bff74eb78153479503230198_Glass_397.jpg,Glass
140caa3c91e74c6488a36b7e08aa6bd4_Cardboard_37.jpg,Cardboard
9a680907abbb49bf8213e7f63e5f9f7c_Glass_188.jpg,Glass
Paper_11.jpg,Paper
7e67a5d5a4e34afcb6cc53399d4377ef_Cardboard_94.jpg,Cardboard
7bd6b59450154474b55fb61286d1d169_Glass_228.jpg,Glass
Plastic_490.jpg,Plastic
8b2921045c494b42b4eddb0e6ecfe8e3_Food Organics_145.jpg,Food Organics
445715988812421dbbfbe6260d71d1c0_Textile Trash_255.jpg,Textile Trash
66211f6dcf41483fa22160238e436b53_Cardboard_110.jpg,Cardboard
37e2b1aea1b0466aa0dfc136370d2ad1_Vegetation_330.jpg,Vegetation
Plastic_276.jpg,Plastic
592c8b9f866443779f04c8dca19fc9a1_Miscellaneous Trash_141.jpg,Miscellaneous Trash
Metal_340.jpg,Metal
Plastic_183.jpg,Plastic
e92820e9e20b422caa1edea96e2d5aa3_Textile Trash_220.jpg,Textile Trash
80fb6456e38d45d7877bd843716f9563_Miscellaneous Trash_75.jpg,Miscellaneous Trash
d4d5b4c33698428dae5c09c931fc510c_Glass_269.jpg,Glass
d38616327500458aaeb220471069ba71_Miscellaneous Trash_238.jpg,Miscellaneous Trash
Paper_373.jpg,Paper
21df47595ec74abb9dced049bfb6746b_Textile Trash_5.jpg,Textile Trash
f79a1c86c3c645859ecb7e817a06dc1c_Miscellaneous Trash_20.jpg,Miscellaneous Trash
ca91444500d9419d9f509fd29bfb6674_Vegetation_342.jpg,Vegetation
1783c7c3e15144e085d417d23ca3eb70_Miscellaneous Trash_365.jpg,Miscellaneous Trash
Plastic_121.jpg,Plastic
e36a0cb867084d5bb0a8a7f51735408d_Textile Trash_115.jpg,Textile Trash
1ff7d9217d5b488191160657fd221691_Glass_231.jpg,Glass
91e4daf14576483bbbc8a009d61c225d_Food Organics_150.jpg,Food Organics
01bc0290a98147a59ffb50b7b62e2252_Glass_336.jpg,Glass
67caca562659490a9262f0d2b9506291_Vegetation_427.jpg,Vegetation
c4f6b10d3a424c90bcce42ac938ebdb9_Glass_52.jpg,Glass
2adf4d5899fc443e8105c68c5f065ca4_Glass_26.jpg,Glass
35d9af59a85145a9a61e322359c22407_Food Organics_62.jpg,Food Organics
91e159fe76024a1f838897c31849d8c4_Miscellaneous Trash_308.jpg,Miscellaneous Trash
57fbea666ae649588569c1cf00fc4708_Glass_306.jpg,Glass
945072ed36834cd2873bad977827dcd1_Food Organics_81.jpg,Food Organics
Plastic_849.jpg,Plastic
760c8cee704f4a90bbcee062d7fd9386_Vegetation_186.jpg,Vegetation
Metal_165.jpg,Metal
Paper_461.jpg,Paper
7f6291980b0341c98409eb35c2168d33_Vegetation_412.jpg,Vegetation
943557856fc84cf388670b8fbe6e65d4_Glass_62.jpg,Glass
Plastic_916.jpg,Plastic
b83944fd211a41fd916863088f099313_Food Organics_316.jpg,Food Organics
Paper_332.jpg,Paper
a4b85494b1634c9da2d677a717109938_Miscellaneous Trash_76.jpg,Miscellaneous Trash
b27b50cc73f54189831fd56e0d7b58ca_Food Organics_147.jpg,Food Organics
5b87232240f542869a46e852863c46ca_Miscellaneous Trash_19.jpg,Miscellaneous Trash
ee8ef58a34e54ee9b98088c0da79bee7_Food Organics_188.jpg,Food Organics
34c685b82efd4fb1adf5c5a3cd1a27db_Cardboard_27.jpg,Cardboard
Metal_63.jpg,Metal
79e9cb1e0f1b41389f5e4cc5c37b99a7_Glass_267.jpg,Glass
Metal_570.jpg,Metal
Metal_56.jpg,Metal
8c4d716d13e3448f8e6d051c19741831_Vegetation_302.jpg,Vegetation
32af2fbadfa843a0a13942a041e789e6_Food Organics_332.jpg,Food Organics
Paper_338.jpg,Paper
Paper_96.jpg,Paper
6b3684310cb04f13825ffea0e7cadc44_Cardboard_277.jpg,Cardboard
51a08433e0854739be7f5fc93d48c27e_Cardboard_268.jpg,Cardboard
d02026fa70b64b70bdb537b524e27b61_Food Organics_90.jpg,Food Organics
2b8a8e25c8c948cf9d8b36e9825eaa89_Textile Trash_252.jpg,Textile Trash
01c181c749c046df8f1857cd3ee9911c_Glass_406.jpg,Glass
1e14f20be7b841ad976d8dee0d364a94_Food Organics_333.jpg,Food Organics
d8acaefc88fe4ff88d1515ab05cf4314_Textile Trash_27.jpg,Textile Trash
3a48da9901ee45b98af9447e76140789_Food Organics_147.jpg,Food Organics
9a8499d6341b411faf8359d6396fd511_Food Organics_380.jpg,Food Organics
Plastic_126.jpg,Plastic
96b93a3ff3464550806064c6f663117b_Vegetation_267.jpg,Vegetation
Paper_141.jpg,Paper
5affab8ac910438280021ac8ba7c1357_Miscellaneous Trash_412.jpg,Miscellaneous Trash
02488750b0da4208a41bc3b378ca1f3d_Glass_154.jpg,Glass
Plastic_349.jpg,Plastic
99d1289d768b41efb98eec82d8c5cb0a_Miscellaneous Trash_181.jpg,Miscellaneous Trash
6131f56b60ba4b9289240e4b8a8c30d9_Food Organics_21.jpg,Food Organics
286a5d1adaf946b9ae8604f3b3c1110d_Glass_207.jpg,Glass
e8d2e7dce166496db4f96b91fdca61ed_Miscellaneous Trash_151.jpg,Miscellaneous Trash
Paper_314.jpg,Paper
d52da41fcef745abafc3182acc9a7580_Cardboard_142.jpg,Cardboard
30a37fcf33fe4ae29455c992d1ee076c_Cardboard_433.jpg,Cardboard
0b7e14ad139a4c679b456df8d5404f99_Textile Trash_228.jpg,Textile Trash
33fa05440eac4c4c8092c309f167701b_Textile Trash_269.jpg,Textile Trash
3540c05efd0843be8fe4ac47996ad7bd_Miscellaneous Trash_409.jpg,Miscellaneous Trash
Metal_503.jpg,Metal
4fd332245c4d4359bbb0d80017aef438_Glass_268.jpg,Glass
4a037a6fb14c49deb72aebd95fa81829_Cardboard_356.jpg,Cardboard
ea6de88ddaa247a3bae6ba2e5a8a46d2_Food Organics_249.jpg,Food Organics
Metal_43.jpg,Metal
Metal_79.jpg,Metal
c89a92fcb51947eb8d362eb12b377f3c_Food Organics_39.jpg,Food Organics
e55ced95561b458793e70b0ac301060b_Textile Trash_18.jpg,Textile Trash
9c501c5b9cf84acdb5c4e0587c45c625_Cardboard_61.jpg,Cardboard
cfedd41b0c7e44f69bd203c7b7d0ebd8_Glass_390.jpg,Glass
Paper_372.jpg,Paper
45e4b2bdaed74e86b8280d731799861b_Miscellaneous Trash_68.jpg,Miscellaneous Trash
e9ba28ab395c474ea2b297b935c67e13_Textile Trash_99.jpg,Textile Trash
Metal_432.jpg,Metal
f53cb3f303a64d1cb2efb1d62be7eae6_Glass_299.jpg,Glass
b362a12f01014e82bbd51fa2bc50d54f_Vegetation_215.jpg,Vegetation
Paper_290.jpg,Paper
Paper_75.jpg,Paper
Plastic_844.jpg,Plastic
21dd3bf4aae84d308f0ddaa284c1b51e_Cardboard_363.jpg,Cardboard
Paper_15.jpg,Paper
9107139d97a8458fa137283e242a6966_Textile Trash_72.jpg,Textile Trash
Paper_23.jpg,Paper
488b67d4ae8947739a33e41fe4b648d6_Miscellaneous Trash_152.jpg,Miscellaneous Trash
232ca2a85d294bb2be8e05debf32359f_Miscellaneous Trash_312.jpg,Miscellaneous Trash
a0c176e2ced94a52ab5b25959c9f3726_Textile Trash_224.jpg,Textile Trash
f4a2c0ac06b44cdfb848ccab02bb090e_Glass_188.jpg,Glass
5de344193a5645e8ac88cb7751145c90_Cardboard_186.jpg,Cardboard
fbc9632d8e284e21862c3f5a643c5e46_Textile Trash_178.jpg,Textile Trash
Metal_703.jpg,Metal
4173f22602c14ec888d84c7c9aca498f_Glass_178.jpg,Glass
2768069c669b48998e99975625384ece_Food Organics_277.jpg,Food Organics
Plastic_441.jpg,Plastic
9e28e69a49784c31a69a8c15264d67f1_Glass_74.jpg,Glass
416788ccde3142a5a558418d9498fe4b_Cardboard_429.jpg,Cardboard
Metal_406.jpg,Metal
Plastic_908.jpg,Plastic
7eca2fb9183543b1a54d85ee092a780e_Food Organics_372.jpg,Food Organics
Paper_436.jpg,Paper
Plastic_694.jpg,Plastic
a8036c0d229e4b858e34d4dcbc1fc9c1_Textile Trash_188.jpg,Textile Trash
eee373c42ecb405e8c407e80da083b1e_Vegetation_429.jpg,Vegetation
b4d1bcaf2f69450b881de449216ca96d_Textile Trash_284.jpg,Textile Trash
Metal_752.jpg,Metal
2ced958168ad4a51900a362cf125876d_Vegetation_213.jpg,Vegetation
Plastic_398.jpg,Plastic
3855abedc18c44c2b5ed83f4645b1151_Miscellaneous Trash_145.jpg,Miscellaneous Trash
77b4113d17164fe7bd2de2ac1c244b1f_Food Organics_10.jpg,Food Organics
58a4ad270f7b460e932c0f7f8606dcbe_Cardboard_32.jpg,Cardboard
d36801f7025d4915844f4c8bfe7d8768_Vegetation_318.jpg,Vegetation
Paper_27.jpg,Paper
7ed84b6502344c419701509a8e69a9b5_Miscellaneous Trash_245.jpg,Miscellaneous Trash
e0a700b8878f411a93aec8d62039ac22_Textile Trash_216.jpg,Textile Trash
734d29c0a69d4d9a89816f93e3289b9f_Miscellaneous Trash_348.jpg,Miscellaneous Trash
Metal_463.jpg,Metal
e9871efab58e424992af2e1d171c85ca_Food Organics_102.jpg,Food Organics
64cfe1802c9741f5be796698f9877376_Food Organics_146.jpg,Food Organics
Metal_334.jpg,Metal
0b92c7fd60b64cb6a977eb27e9d252b7_Vegetation_124.jpg,Vegetation
d0e4004573c941f997d72de5e7441e47_Cardboard_122.jpg,Cardboard
124524330ca9446ea85972f1b8d45c77_Glass_318.jpg,Glass
Metal_11.jpg,Metal
29bad664b1684f1ab146a7c265b0ce1d_Cardboard_327.jpg,Cardboard
a7faf9dff99e41c2a4c09cf9458cc735_Vegetation_91.jpg,Vegetation
8c78b0977be943e6bb6c0d5bbe698d42_Textile Trash_154.jpg,Textile Trash
Plastic_201.jpg,Plastic
4646550db0634fe1bf83525fb4c8d79a_Textile Trash_24.jpg,Textile Trash
81bf62e6dd854b40a08fca0454eda6ad_Miscellaneous Trash_372.jpg,Miscellaneous Trash
7011c1c739f24bfe95dde4499b6019e5_Textile Trash_212.jpg,Textile Trash
1813b1319cef4592a35a837d4927b13a_Vegetation_158.jpg,Vegetation
5fd006d4b707417fb206d31d15400beb_Miscellaneous Trash_235.jpg,Miscellaneous Trash
Metal_387.jpg,Metal
83beeb97217f406ebeeeb3e910f78a30_Miscellaneous Trash_315.jpg,Miscellaneous Trash
Plastic_536.jpg,Plastic
Metal_587.jpg,Metal
4323fec80f0344d2b8236e86d461726d_Cardboard_93.jpg,Cardboard
543ddb8c39484f549b7b3d1e5a4e7427_Cardboard_80.jpg,Cardboard
16ecc9a1c39843d18223df707ffc1d54_Food Organics_74.jpg,Food Organics
Metal_393.jpg,Metal
Plastic_357.jpg,Plastic
d576edc8890a412da1a9b55bbce36cbd_Vegetation_260.jpg,Vegetation
d7fc03199b7b4a59992d06d43c96b35e_Miscellaneous Trash_297.jpg,Miscellaneous Trash
Plastic_299.jpg,Plastic
bc8df6aeb0454c05801f1b7cf8e0aec5_Miscellaneous Trash_118.jpg,Miscellaneous Trash
b4210b2942f44297adbd70b8dcdb18a1_Glass_334.jpg,Glass
a74575b041654c3d8a985bd291208b5a_Miscellaneous Trash_185.jpg,Miscellaneous Trash
Plastic_203.jpg,Plastic
2c8e50da547842e18c6ec1ac77c5ba40_Cardboard_235.jpg,Cardboard
5d835fdb4ea946708153cf4c962f8fb6_Cardboard_336.jpg,Cardboard
7c3a084907134003befaac56c1a2d4ec_Cardboard_191.jpg,Cardboard
Plastic_501.jpg,Plastic
d44346065f754d99bea33ec2b9d1ee8e_Miscellaneous Trash_78.jpg,Miscellaneous Trash
Paper_55.jpg,Paper
Metal_99.jpg,Metal
b5666c00139f41ef96ae1080d209b684_Miscellaneous Trash_270.jpg,Miscellaneous Trash
d37f5094f5274e98ba7221728303a11c_Glass_138.jpg,Glass
4c44b5d1997d431fb3e7db36392bdae6_Miscellaneous Trash_221.jpg,Miscellaneous Trash
d53ef18847414bd1b60e6e696b4acb02_Food Organics_188.jpg,Food Organics
fb21bac61f5b4fc782f87dfbf532f6c6_Cardboard_19.jpg,Cardboard
ce4aed3cca374f6da4872793f4614a36_Vegetation_247.jpg,Vegetation
f5e24608b3b64ba398dc7621f540a9ab_Vegetation_422.jpg,Vegetation
e97825f176a54c319773483c50a22041_Glass_380.jpg,Glass
Metal_48.jpg,Metal
a54450f8236a4cafaf75eadc0ae5da56_Cardboard_412.jpg,Cardboard
a057213f5ebd4ac7994dbd508a7b0346_Textile Trash_147.jpg,Textile Trash
c4d51ad79a1b40458fa87db4a7caf390_Cardboard_136.jpg,Cardboard
82c68a1ed542453eb454d6b076aec46c_Glass_66.jpg,Glass
f57bc934cd2047b89d16f0ff401f59ab_Textile Trash_138.jpg,Textile Trash
9a4a7cd7abc145abadccc4afad048637_Miscellaneous Trash_171.jpg,Miscellaneous Trash
4207d82ae3ba45aea896efa5863c45b6_Food Organics_342.jpg,Food Organics
6ec502a7edb74cbab656f69e2c4ee376_Textile Trash_253.jpg,Textile Trash
6eaee3d5cbf044d58d4b1d165b7089c4_Glass_377.jpg,Glass
97231878f3694ec1a12e3b85df918015_Miscellaneous Trash_171.jpg,Miscellaneous Trash
Plastic_594.jpg,Plastic
Paper_285.jpg,Paper
Paper_99.jpg,Paper
74d98e75792549559349b12f007e2d1b_Textile Trash_193.jpg,Textile Trash
175d1503c1b24d34b09d346f87781ac6_Miscellaneous Trash_430.jpg,Miscellaneous Trash
Paper_210.jpg,Paper
ed0c1a5e37bb4bf186413872d4744133_Miscellaneous Trash_202.jpg,Miscellaneous Trash
Metal_696.jpg,Metal
Paper_301.jpg,Paper
7e4f513bf3ba444a84ded3e594f85207_Vegetation_2.jpg,Vegetation
afb91890bddd41679d54745ea78b3aa5_Vegetation_157.jpg,Vegetation
f1cc40b3b26a49929f17bba9d4acc3a7_Miscellaneous Trash_176.jpg,Miscellaneous Trash
Plastic_332.jpg,Plastic
02f567e3b64646379ce6daab4aa62680_Vegetation_16.jpg,Vegetation
9547b8ebf6bb4bf99c7c841081b5cd4c_Food Organics_148.jpg,Food Organics
4ef5bcd8fbf646e087a3a1178df62a54_Cardboard_85.jpg,Cardboard
Paper_201.jpg,Paper
8702f9c6f74949828c11f5d46b754fcb_Vegetation_80.jpg,Vegetation
b9ed8fb64d8342a6bd0d7a1ea05b8735_Food Organics_216.jpg,Food Organics
Plastic_70.jpg,Plastic
51fb7103273f4d12af6027ce6b90290d_Textile Trash_234.jpg,Textile Trash
a6d9faf5b67b40c49b0d4207c07382b6_Food Organics_402.jpg,Food Organics
Paper_8.jpg,Paper
d65a1ffea41445f4a0a4151c66c2ca6d_Vegetation_350.jpg,Vegetation
44b212d37f6c4b4a8cf4bbcc316b62da_Vegetation_264.jpg,Vegetation
e8839be932514c3885676ae4bbc1274a_Vegetation_384.jpg,Vegetation
8a8bb1014c3942059a86b7af9d79cb08_Cardboard_189.jpg,Cardboard
Plastic_86.jpg,Plastic
d19489687b3c42d29e6dd998dc80edf8_Textile Trash_91.jpg,Textile Trash
c390df9c7da14e33b2cb0de0ca2a8405_Glass_385.jpg,Glass
2b1538f00db346c9b6b7903afce89163_Food Organics_163.jpg,Food Organics
Paper_185.jpg,Paper
Metal_576.jpg,Metal
1b7c615e7f3c427a8b8bd99ac848b705_Vegetation_364.jpg,Vegetation
Plastic_770.jpg,Plastic
52e1e8b296df486494c89a781e61be54_Textile Trash_20.jpg,Textile Trash
Paper_344.jpg,Paper
807697202d33415f9bcabe1a8542c12f_Miscellaneous Trash_82.jpg,Miscellaneous Trash
72fdf610e7884223ab557e9cc6300405_Textile Trash_77.jpg,Textile Trash
ac07b67578b44fc185614a0335160670_Glass_102.jpg,Glass
Paper_232.jpg,Paper
79c127fac1ae42bf8f0541f17c283833_Miscellaneous Trash_448.jpg,Miscellaneous Trash
736043a2d2504f5eb982caa148bb8310_Textile Trash_86.jpg,Textile Trash
Plastic_862.jpg,Plastic
Paper_211.jpg,Paper
Paper_166.jpg,Paper
4a2606ab591749b3b3168e6471c92381_Vegetation_299.jpg,Vegetation
50643d79b4834266ad8db7f1eae48001_Textile Trash_251.jpg,Textile Trash
32940354606d45d3a76417ec48cc307d_Food Organics_373.jpg,Food Organics
Plastic_71.jpg,Plastic
Plastic_258.jpg,Plastic
6a01165af935435fa04ac2756aceab5a_Cardboard_20.jpg,Cardboard
Metal_669.jpg,Metal
Paper_278.jpg,Paper
Plastic_450.jpg,Plastic
Plastic_279.jpg,Plastic
f9d8fea32f024092b4039cffb0f8e60a_Textile Trash_299.jpg,Textile Trash
c3f9d72c4d7a4e93862c40affed0d258_Miscellaneous Trash_466.jpg,Miscellaneous Trash
6f5db337445c41a58b0b6f5eb80da101_Miscellaneous Trash_27.jpg,Miscellaneous Trash
Plastic_545.jpg,Plastic
8975cb55f21941f8b720e596763ff161_Miscellaneous Trash_39.jpg,Miscellaneous Trash
Plastic_263.jpg,Plastic
631696e74e5d4948ae4fb10c534cdedc_Food Organics_404.jpg,Food Organics
b6f10bafc4ab4c8b9b7f5c57cc028207_Glass_378.jpg,Glass
4381eebe43324dc796427e5f9ccf2f4d_Vegetation_80.jpg,Vegetation
61e92e4dc3f94e51aecd122720c5d68b_Food Organics_27.jpg,Food Organics
Paper_336.jpg,Paper
